ConsolAcctID2,SALES,ConsolAcctName,LocAcctAddr2,ConsolAcctCity,ConsolAcctState,ConsolAcctPostalCode,ConsolAcctFilingFreq,ConsolAcctID,SiteCode,LocationAccountType,LocAcctName,Address,LocAcctCity,LocAcctState,LocAcctPostalCode,LocationLiquor,JurisdictionCode,CityLimit,LocationOpen,LocationClose,NaicsCode,Textbox64,Textbox67,Latitude,Longitude,geometry,index_right,Representative,Description,Revenue
MOID: 21367353,SALES,BYPRO NUTRITION,104 CLINKSCALES RD STE 600,COLUMBIA,MO,65203-1191,ANNUAL,MOID: 21367353,2,SALES LOCATION,BYPRO NUTRITION,104 CLINKSCALES RD STE 600,COLUMBIA,MO,65203-1191,No,15670-019-000-0000,Yes,1/1/2015,,454110 - ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,"20,222","30,500",38.9559196,-92.3617808,POINT (-92.3617808 38.9559196),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,32.24214372
MOID: 23158468,SALES,EMINENCE VENTURES,503 E NIFONG BLVD  177,COLUMBIA,MO,65201-3792,ANNUAL,MOID: 23158468,1,SALES LOCATION,EMINENCE VENTURES,503 E NIFONG BLVD  177,COLUMBIA,MO,65201-3792,No,15670-019-000-0000,Yes,11/1/2016,,"453220 - GIFT, NOVELTY, AND SOUVENIR STORES","20,222","30,500",38.9118071,-92.333053,POINT (-92.333053 38.9118071),4,Betsy Peters,Betsy Peters    <br>       <br>   FID   5    <br>   Id   6    <br>   Ward   Sixth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Betsy Peters    <br>   Shape_STAr   380453832.367    <br>   Shape_STLe   203999.244149,7.591073767
MOID: 10046429,SALES,CLEEKS APPLIANCE & CARPET,401 WEST BLVD N STE C,COLUMBIA,MO,65203-2600,MONTHLY,MOID: 10046429,9,SALES LOCATION,CLEEKS APPLIANCE & CARPET,1000 W WORLEY ST,COLUMBIA,MO,65203-2098,No,15670-019-000-0000,Yes,12/1/2010,,532210 - CONSUMER ELECTRONICS AND APPLIANCES RENTAL,"20,222","30,500",38.9591261,-92.3530278,POINT (-92.3530278 38.9591261),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,21.60862896
MOID: 15308065,SALES,SKEES MUSIC SHOP,4020 GRACE ELLEN DR,COLUMBIA,MO,65202-1737,ANNUAL,MOID: 15308065,1,SALES LOCATION,SKEES MUSIC SHOP,4020 GRACE ELLEN DR,COLUMBIA,MO,65202-1737,No,15670-019-000-0000,Yes,3/1/1994,,443142 - ELECTRONICS STORES,"20,222","30,500",38.9902142,-92.3036602,POINT (-92.3036602 38.9902142),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,61.27958779
MOID: 21863041,SALES,GUN LOAN LLC,3203 BROWN STATION RD,COLUMBIA,MO,65202-2244,MONTHLY,MOID: 21863041,2,SALES LOCATION,GUN LOAN LLC,3203 BROWN STA RD,COLUMBIA,MO,65202-2244,No,15670-019-000-0000,Yes,11/1/2016,,561990 - ALL OTHER SUPPORT SERVICES,"20,222","30,500",38.9832335,-92.2942187,POINT (-92.2942187 38.9832335),5,Roy Lovelady,Roy Lovelady,50.363396
MOID: 22305751,SALES,LILLYS CANTINA LLC,"815 W STEWART RD
",COLUMBIA,MO,65203-2778,QUARTERLY,MOID: 22305751,1,SALES LOCATION,LILLYS CANTINA LLC,815 W STEWART RD,COLUMBIA,MO,65203-2778,No,15670-019-000-0000,Yes,7/24/2014,,722330 - MOBILE FOOD SERVICES,"20,222","30,500",38.9483786,-92.3502765,POINT (-92.3502765 38.9483786),1,Nick Foster,Nick Foster    <br>       <br>   FID   1    <br>   Id   4    <br>   Ward   Fourth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Nick Foster    <br>   Shape_STAr   301690029.959    <br>   Shape_STLe   197133.937509,36.19314513
MOID: 16947215,SALES,PET FAIR,1706 INTERSTATE 70 DR SW,COLUMBIA,MO,65203-1031,ANNUAL,MOID: 16947215,1,SALES LOCATION,PET FAIR,1706 I 70 DR SW,COLUMBIA,MO,65203-1031,No,15670-019-000-0000,Yes,1/1/1999,,812910 - PET CARE (EXCEPT VETERINARY) SERVICES,"20,222","30,500",38.9650846,-92.3640973,POINT (-92.3640973 38.9650846),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,65.55451884
MOID: 21357293,SALES,NEW BEGINNINGS,"3503 STINGRAY CT
",COLUMBIA,MO,65202-6302,ANNUAL,MOID: 21357293,1,SALES LOCATION,NEW BEGINNINGS,3503 STINGRAY CT,COLUMBIA,MO,65202-6302,No,15670-019-000-0000,Yes,10/24/2011,,452319 - ALL OTHER GENERAL MERCHANDISE STORES,"20,222","30,500",38.9872915,-92.334697,POINT (-92.334697 38.9872915),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,43.54294049
MOID: 23129298,SALES,THE UNDERSTUDY,"PO BOX 874
",COLUMBIA,MO,65205-0874,MONTHLY,MOID: 23129298,1,SALES LOCATION,THE UNDERSTUDY,813 CHERRY ST,COLUMBIA,MO,65201-4823,Yes,15670-019-007-0000,Yes,12/1/2016,,722320 - CATERERS,"20,222","30,500",38.951674,-92.332541,POINT (-92.332541 38.951674),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,82.36712782
MOID: 14261278,SALES,DANIEL BOONE REGIONAL LIBRARY,PO BOX 1267,COLUMBIA,MO,65205-1267,ANNUAL,MOID: 14261278,1,SALES LOCATION,DANIEL BOONE REGIONAL LIBRARY,100 W BROADWAY,COLUMBIA,MO,65203-7300,No,15670-019-000-0000,Yes,10/15/2011,,519120 - LIBRARIES AND ARCHIVES,"20,222","30,500",38.9511854,-92.3398062,POINT (-92.3398062 38.9511854),1,Nick Foster,Nick Foster    <br>       <br>   FID   1    <br>   Id   4    <br>   Ward   Fourth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Nick Foster    <br>   Shape_STAr   301690029.959    <br>   Shape_STLe   197133.937509,34.34731226
MOID: 14261278,SALES,DANIEL BOONE REGIONAL LIBRARY,PO BOX 1267,COLUMBIA,MO,65205-1267,ANNUAL,MOID: 14261278,1,SALES LOCATION,DANIEL BOONE REGIONAL LIBRARY,"100 W BROADWAY
FOOD TAX",COLUMBIA,MO,65203-7300,No,15670-019-000-1001,Yes,10/15/2011,,519120 - LIBRARIES AND ARCHIVES,"20,222","30,500",38.9511854,-92.3398062,POINT (-92.3398062 38.9511854),1,Nick Foster,Nick Foster    <br>       <br>   FID   1    <br>   Id   4    <br>   Ward   Fourth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Nick Foster    <br>   Shape_STAr   301690029.959    <br>   Shape_STLe   197133.937509,70.54256994
MOID: 20949707,SALES,COLLEGE AUTO REPAIR AND SALES,"1722 PARIS RD STE B
",COLUMBIA,MO,65201-5560,QUARTERLY,MOID: 20949707,2,SALES LOCATION,COLLEGE AUTO REPAIR AND SALES,1722 PARIS RD STE C,COLUMBIA,MO,65201-5560,No,15670-019-000-0000,Yes,7/1/2020,,441120 - USED CAR DEALERS,"20,222","30,500",38.9627145,-92.3112642,POINT (-92.3112642 38.9627145),5,Roy Lovelady,Roy Lovelady,75.09052045
MOID: 22374728,SALES,DISTANT PLANET COMICS & COLLECTIBLES,601 BUS 70 LOOP W STE 263,COLUMBIA,MO,65203,QUARTERLY,MOID: 22374728,1,SALES LOCATION,DISTANT PLANET COMICS & COLLECTIBLES,601 BUSINESS LOOP 70 W STE 263,COLUMBIA,MO,65203-2599,No,15670-019-015-0000,Yes,4/1/2016,,"424920 - BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS","20,222","30,500",38.9668648,-92.3459582,POINT (-92.3459582 38.9668648),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,82.04780495
MOID: 22374728,SALES,DISTANT PLANET COMICS & COLLECTIBLES,601 BUS 70 LOOP W STE 263,COLUMBIA,MO,65203,QUARTERLY,MOID: 22374728,4,SALES LOCATION,DISTANT PLANET COMICS & COLLECTIBLES  LLC,711 N COLLEGE AVE STE 105,COLUMBIA,MO,65201-4748,No,15670-019-000-0000,Yes,2/10/2024,,"424920 - BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS","20,222","30,500",38.9587114,-92.3218831,POINT (-92.3218831 38.9587114),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,41.20623806
MOID: 22448314,SALES,ANCESTRY GUNS,"4903 INNSBRUCK WAY
",COLUMBIA,MO,65203-6389,QUARTERLY,MOID: 22448314,3,SALES LOCATION,ANCESTRY GUNS LLC,2615 S PROVIDENCE RD,COLUMBIA,MO,65203-3560,No,15670-019-000-0000,Yes,2/1/2019,,451110 - SPORTING GOODS STORES,"20,222","30,500",38.921259,-92.3366158,POINT (-92.3366158 38.921259),3,Donald Waterman,Donald Waterman    <br>       <br>   FID   3    <br>   Id   5    <br>   Ward   Fifth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Donald Waterman    <br>   Shape_STAr   284995284.185    <br>   Shape_STLe   229752.843221,89.20883825
MOID: 19618735,SALES,ADVANCED AUTOMOTIVE CARE,600 VANDIVER DR,COLUMBIA,MO,65202-1599,MONTHLY,MOID: 19618735,2,SALES LOCATION,ADVANCED AUTOMOTIVE CARE,600 VANDIVER DR,COLUMBIA,MO,65202-1599,No,15670-019-000-0000,Yes,11/26/2013,,811111 - GENERAL AUTOMOTIVE REPAIR,"20,222","30,500",38.970904,-92.3288988,POINT (-92.3288988 38.970904),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,38.51053044
MOID: 21987017,SALES,ELL & CO SALON & SPA,10 W NIFONG BLVD STE D3,COLUMBIA,MO,65203-6011,ANNUAL,MOID: 21987017,1,SALES LOCATION,ELL & CO SALON & SPA,10 W NIFONG BLVD STE D3,COLUMBIA,MO,65203-6011,No,15670-019-000-0000,Yes,9/17/2013,,812112 - BEAUTY SALONS,"20,222","30,500",38.9076384,-92.3395036,POINT (-92.3395036 38.9076384),3,Donald Waterman,Donald Waterman    <br>       <br>   FID   3    <br>   Id   5    <br>   Ward   Fifth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Donald Waterman    <br>   Shape_STAr   284995284.185    <br>   Shape_STLe   229752.843221,43.75361697
MOID: 12688487,SALES,C & C CONSTRUCTION INC,PO BOX 1233,COLUMBIA,MO,65205-1233,ANNUAL,MOID: 12688487,3,SALES LOCATION,C & C CONSTRUCTION INC,204 PEACH WAY STE E,COLUMBIA,MO,65203-4924,No,15670-019-000-0000,Yes,12/1/2007,,238990 - ALL OTHER SPECIALTY TRADE CONTRACTORS,"20,222","30,500",38.9051845,-92.3373706,POINT (-92.3373706 38.9051845),3,Donald Waterman,Donald Waterman    <br>       <br>   FID   3    <br>   Id   5    <br>   Ward   Fifth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Donald Waterman    <br>   Shape_STAr   284995284.185    <br>   Shape_STLe   229752.843221,66.52226734
MOID: 20578270,SALES,VIDA COFFEE COMPANY LLC,812 HITT ST,COLUMBIA,MO,65201-7567,QUARTERLY,MOID: 20578270,1,SALES LOCATION,VIDA COFFEE COMPANY LLC,812 HITT ST,COLUMBIA,MO,65201-7567,No,15670-019-000-0000,Yes,8/31/2009,,722515 - SNACK AND NONALCOHOLIC BEVERAGE BARS,"20,222","30,500",38.9411895,-92.3250709,POINT (-92.3250709 38.9411895),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,65.56661547
MOID: 20578270,SALES,VIDA COFFEE COMPANY LLC,812 HITT ST,COLUMBIA,MO,65201-7567,QUARTERLY,MOID: 20578270,1,SALES LOCATION,VIDA COFFEE COMPANY LLC,"812 HITT ST
FOOD TAX",COLUMBIA,MO,65201-7567,No,15670-019-000-1001,Yes,8/31/2009,,722515 - SNACK AND NONALCOHOLIC BEVERAGE BARS,"20,222","30,500",38.9411895,-92.3250709,POINT (-92.3250709 38.9411895),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,36.10343728
MOID: 10051635,SALES,FARM POWER LAWN AND LEISURE,PO BOX 814,COLUMBIA,MO,65205-0814,MONTHLY,MOID: 10051635,1,SALES LOCATION,FARM POWER LAWN AND LEISURE,1702 BUS LOOP 70 E,COLUMBIA,MO,65201-4639,No,15670-019-000-0000,Yes,3/25/1974,,444210 - OUTDOOR POWER EQUIPMENT STORES,"20,222","30,500",38.9634152,-92.313843,POINT (-92.313843 38.9634152),5,Roy Lovelady,Roy Lovelady,61.4105519
MOID: 21739129,SALES,HOLIDAY INN EXPRESS AND SUITES,1402 CINNAMON HILL LN,COLUMBIA,MO,65201-7252,MONTHLY,MOID: 21739129,4,SALES LOCATION,RVR ENTERPRISES INC,1402 CINNAMON HILL LN,COLUMBIA,MO,65201-7252,Yes,15670-019-006-0000,Yes,6/19/2014,6/30/2047,721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"20,222","30,500",38.9342911,-92.2923275,POINT (-92.2923275 38.9342911),4,Betsy Peters,Betsy Peters    <br>       <br>   FID   5    <br>   Id   6    <br>   Ward   Sixth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Betsy Peters    <br>   Shape_STAr   380453832.367    <br>   Shape_STLe   203999.244149,44.28688917
MOID: 21887021,SALES,OUTSIDE THE LINES STUDIO LLC,4007 SNOW LEOPARD DR,COLUMBIA,MO,65202-6280,ANNUAL,MOID: 21887021,1,SALES LOCATION,OUTSIDE THE LINES STUDIO LLC,4007 SNOW LEOPARD DR,COLUMBIA,MO,65202-6280,No,15670-019-000-0000,Yes,7/1/2013,,453920 - ART DEALERS,"20,222","30,500",38.9922597,-92.3399673,POINT (-92.3399673 38.9922597),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,11.02968061
MOID: 23162741,SALES,SHWE MARKET,"800 VANDIVER DR STE B
",COLUMBIA,MO,65202-1961,MONTHLY,MOID: 23162741,2,SALES LOCATION,SHWE MARKET,800 VANDIVER DR STE 101,COLUMBIA,MO,65202-1961,No,15670-019-000-0000,Yes,12/1/2016,,522298 - ALL OTHER NONDEPOSITORY CREDIT INTERMEDIATION,"20,222","30,500",38.9707578,-92.3271909,POINT (-92.3271909 38.9707578),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,3.611200169
MOID: 23162741,SALES,SHWE MARKET,"800 VANDIVER DR STE B
",COLUMBIA,MO,65202-1961,MONTHLY,MOID: 23162741,2,SALES LOCATION,SHWE MARKET,800 VANDIVER DR FOOD TAX,COLUMBIA,MO,65202-1961,No,15670-019-000-1001,Yes,12/1/2016,,522298 - ALL OTHER NONDEPOSITORY CREDIT INTERMEDIATION,"20,222","30,500",38.9707578,-92.3271909,POINT (-92.3271909 38.9707578),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,81.09170568
MOID: 23162741,SALES,SHWE MARKET,"800 VANDIVER DR STE B
",COLUMBIA,MO,65202-1961,MONTHLY,MOID: 23162741,3,SALES LOCATION,SHWE MARKET,800 VANDIVER DR STE B,COLUMBIA,MO,65202-1961,No,15670-019-001-0000,Yes,3/1/2021,9/30/2064,522298 - ALL OTHER NONDEPOSITORY CREDIT INTERMEDIATION,"20,222","30,500",38.9707578,-92.3271909,POINT (-92.3271909 38.9707578),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,80.94824449
MOID: 23162741,SALES,SHWE MARKET,"800 VANDIVER DR STE B
",COLUMBIA,MO,65202-1961,MONTHLY,MOID: 23162741,3,SALES LOCATION,SHWE MARKET,"800 VANDIVER DR STE B
FOOD TAX",COLUMBIA,MO,65202-1961,No,15670-019-001-1001,Yes,3/1/2021,9/30/2064,522298 - ALL OTHER NONDEPOSITORY CREDIT INTERMEDIATION,"20,222","30,500",38.9707578,-92.3271909,POINT (-92.3271909 38.9707578),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,41.49430917
MOID: 13854267,SALES,NICHOLAS C MCNUTT DDS,"2310 FORUM BLVD APT C
",COLUMBIA,MO,65203-5461,ANNUAL,MOID: 13854267,3,SALES LOCATION,NICHOLAS C MCNUTT DDS,2310 FORUM BLVD APT C,COLUMBIA,MO,65203-5461,No,15670-019-000-0000,Yes,1/12/2001,,621210 - OFFICES OF DENTISTS,"20,222","30,500",38.9269342,-92.3631587,POINT (-92.3631587 38.9269342),1,Nick Foster,Nick Foster    <br>       <br>   FID   1    <br>   Id   4    <br>   Ward   Fourth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Nick Foster    <br>   Shape_STAr   301690029.959    <br>   Shape_STLe   197133.937509,26.69271652
MOID: 19406835,SALES,HANFT FAMILY CHIROPRACTIC INC,908 RAIN FOREST PKWY STE B,COLUMBIA,MO,65202-1657,ANNUAL,MOID: 19406835,1,SALES LOCATION,HANFT FAMILY CHIROPRACTIC INC,908 RAIN FOREST PKWY STE B,COLUMBIA,MO,65202-1657,No,15670-019-000-0000,Yes,12/11/2006,,621310 - OFFICES OF CHIROPRACTORS,"20,222","30,500",38.9878008,-92.3256284,POINT (-92.3256284 38.9878008),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,51.04064936
MOID: 17516102,SALES,SCOTT KEEL RACQUET STRINGING SERVICE,"4114 FRITZ CT
",COLUMBIA,MO,65203-4223,ANNUAL,MOID: 17516102,1,SALES LOCATION,SCOTT KEEL RACQUET STRINGING SERVICE,1415 LONGWELL DR,COLUMBIA,MO,65203-4704,No,15670-019-000-0000,Yes,11/1/2000,,541219 - OTHER ACCOUNTING SERVICES,"20,222","30,500",38.9383807,-92.3879261,POINT (-92.3879261 38.9383807),1,Nick Foster,Nick Foster    <br>       <br>   FID   1    <br>   Id   4    <br>   Ward   Fourth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Nick Foster    <br>   Shape_STAr   301690029.959    <br>   Shape_STLe   197133.937509,12.93988391
MOID: 17516102,SALES,SCOTT KEEL RACQUET STRINGING SERVICE,"4114 FRITZ CT
",COLUMBIA,MO,65203-4223,ANNUAL,MOID: 17516102,2,SALES LOCATION,SCOTT KEEL RACQUET STRINGING SERVICE,4114 FRITZ CT,COLUMBIA,MO,65203-4223,No,15670-019-000-0000,Yes,11/1/2023,,541219 - OTHER ACCOUNTING SERVICES,"20,222","30,500",38.9645708,-92.3972581,POINT (-92.3972581 38.9645708),0,Lisa Meyer,Lisa Meyer    <br>       <br>   FID   0    <br>   Id   2    <br>   Ward   Second    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Lisa Meyer    <br>   Shape_STAr   335107738.167    <br>   Shape_STLe   182451.831244,59.54137236
MOID: 13404334,SALES,MBS TEXTBOOK EXCHANGE INC,2711 W ASH ST,COLUMBIA,MO,65203-4613,ANNUAL,MOID: 13404334,10,SALES LOCATION,MBS TEXTBOOK EXCHANGE INC,2711 W ASH ST,COLUMBIA,MO,65203-4613,No,15670-019-000-0000,Yes,12/1/2002,,"424920 - BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS","20,222","30,500",38.9604547,-92.3775865,POINT (-92.3775865 38.9604547),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,29.27624315
MOID: 13404334,SALES,MBS TEXTBOOK EXCHANGE INC,2711 W ASH ST,COLUMBIA,MO,65203-4613,ANNUAL,MOID: 13404334,10,SALES LOCATION,MBS TEXTBOOK EXCHANGE INC,"2711 W ASH ST
TEXTBOOK",COLUMBIA,MO,65203-4613,No,15670-019-000-2001,Yes,12/1/2002,,"424920 - BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS","20,222","30,500",38.9604547,-92.3775865,POINT (-92.3775865 38.9604547),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,87.27199973
MOID: 18232981,SALES,ARCH AND COLUMN PUB,1301 BUS 70 LOOP E,COLUMBIA,MO,65201,MONTHLY,MOID: 18232981,1,SALES LOCATION,ARCH AND COLUMN PUB,1301 BUS LOOP 70 E,COLUMBIA,MO,65201-4609,Yes,15670-019-015-0000,Yes,4/2/2016,,722320 - CATERERS,"20,222","30,500",38.9642657,-92.320965,POINT (-92.320965 38.9642657),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,46.56214849
MOID: 10200240,SALES,VERDOT THOMAS,"2404 MEADOW LARK LN
",COLUMBIA,MO,65201-6248,ANNUAL,MOID: 10200240,6,SALES LOCATION,VERDOT THOMAS,2404 MEADOW LARK LN,COLUMBIA,MO,65201-6248,No,15670-019-000-0000,Yes,4/1/2005,,811490 - OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,"20,222","30,500",38.934954,-92.3001938,POINT (-92.3001938 38.934954),4,Betsy Peters,Betsy Peters    <br>       <br>   FID   5    <br>   Id   6    <br>   Ward   Sixth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Betsy Peters    <br>   Shape_STAr   380453832.367    <br>   Shape_STLe   203999.244149,96.36783318
MOID: 14963566,SALES,FINE ART HAIRCUTTING & PHOTOGRAPHY,906 SPENCER AVE,COLUMBIA,MO,65203-1012,ANNUAL,MOID: 14963566,1,SALES LOCATION,FINE ART HAIRCUTTING & PHOTOGRAPHY,906 SPENCER AVE,COLUMBIA,MO,65203-1012,No,15670-019-000-0000,Yes,11/4/1992,,"711510 - INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS","20,222","30,500",38.9643774,-92.3632333,POINT (-92.3632333 38.9643774),2,Valerie Carroll,Valerie Carroll    <br>       <br>   FID   2    <br>   Id   1    <br>   Ward   First    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Valerie Carroll    <br>   Shape_STAr   111581073.105    <br>   Shape_STLe   64447.575773,10.78958223
MOID: 20538332,SALES,GEOTRADER LLC,805 OAK LAWN DR,COLUMBIA,MO,65203-2952,ANNUAL,MOID: 20538332,1,SALES LOCATION,GEOTRADER LLC,805 OAK LAWN DR,COLUMBIA,MO,65203-2952,No,15670-019-000-0000,Yes,7/1/2009,,454110 - ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,"20,222","30,500",38.9151029,-92.3513864,POINT (-92.3513864 38.9151029),3,Donald Waterman,Donald Waterman    <br>       <br>   FID   3    <br>   Id   5    <br>   Ward   Fifth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Donald Waterman    <br>   Shape_STAr   284995284.185    <br>   Shape_STLe   229752.843221,6.404997799
MOID: 22287141,SALES,KONA ICE SPRINGFIELD,2400 CORONA RD,COLUMBIA,MO,65203-6759,MONTHLY,MOID: 22287141,7,SALES LOCATION,KONA ICE SPRINGFIELD,2400 CORONA RD,COLUMBIA,MO,65203-6759,No,15670-019-000-0000,Yes,5/1/2015,,423440 - OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,"20,222","30,500",38.9298418,-92.3987992,POINT (-92.3987992 38.9298418),1,Nick Foster,Nick Foster    <br>       <br>   FID   1    <br>   Id   4    <br>   Ward   Fourth    <br>   Ord_num   24957    <br>   Ord_date   3/21/2022    <br>   Rep_Name   Nick Foster    <br>   Shape_STAr   301690029.959    <br>   Shape_STLe   197133.937509,44.41955988
